product_id,order_year,product_name,total_unit_sold
268,2018,Trek Kickster - 2018,2336
216,2018,Electra Super Moto 8i - 2018,2336
207,2018,Trek Boone 7 Disc - 2018,2336
205,2018,Trek Super Commuter+ 8S - 2018,2336
204,2018,Trek Super Commuter+ 7 - 2018,2336
203,2018,Trek Powerfly 7 FS - 2018,2336
194,2018,Trek XM700+ - 2018,2336
180,2018,Trek Domane AL 3 Women's - 2018,2336
171,2018,Trek Domane SL 6 - 2018,2336
163,2018,Surly Pack Rat - 2018,2336
128,2018,Surly ECR 27.5 - 2018,2336
123,2018,Trek Farley Carbon Frameset - 2018,2336
113,2018,Trek Marlin 5 - 2018,2336
310,2018,Electra Townie Commute 27D Ladies - 2018,2044
283,2018,Electra Heartchya 1 (20-inch) - Girl's - 2018,2044
248,2018,Electra Townie Original 7D EQ Ladies' - 2017/2018,2044
226,2018,Electra Townie Original 21D EQ - 2017/2018,2044
223,2018,Electra Cruiser Lux 3i - 2018,2044
213,2018,Electra Cruiser 1 - 2016/2017/2018,2044
188,2018,Trek XM700+ Lowstep - 2018,2044
185,2018,Trek Conduit+ - 2018,2044
172,2018,Trek Domane ALR Disc Frameset - 2018,2044
159,2018,Trek Emonda ALR 6 - 2018,2044
153,2018,Trek Domane SL 7 Women's - 2018,2044
151,2018,Trek Domane ALR 4 Disc Women's - 2018,2044
147,2018,Trek Domane ALR 5 Gravel - 2018,2044
145,2018,Trek Domane ALR 5 Disc - 2018,2044
141,2018,Trek Stache 5 - 2018,2044
126,2018,Surly Big Fat Dummy Frameset - 2018,2044
308,2018,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1752
306,2018,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1752
293,2018,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1752
269,2018,Trek Precaliber 12 Boy's - 2018,1752
260,2018,Electra Townie Balloon 3i EQ Ladies' - 2018,1752
253,2018,Electra Townie Go! 8i Ladies' - 2018,1752
251,2018,Electra Townie Commute Go! - 2018,1752
243,2018,Electra Townie Original 21D EQ Ladies' - 2018,1752
237,2018,Electra Relic 3i - 2018,1752
234,2018,Electra Daydreamer 3i Ladies' - 2018,1752
229,2018,Electra Cruiser Lux 1 - 2016/2018,1752
225,2018,Electra Delivery 3i - 2016/2017/2018,1752
220,2018,Electra Cruiser 1 Ladies' - 2018,1752
215,2018,Electra Queen of Hearts 3i - 2018,1752
198,2018,Electra Townie Commute Go! - 2018,1752
190,2018,Trek Dual Sport+ - 2018,1752
184,2018,Trek Domane SL 6 Disc - 2018,1752
138,2018,Trek Fuel EX 5 Plus - 2018,1752
302,2018,Electra Townie Original 1 - 2018,1460
301,2018,Electra Townie Balloon 7i EQ - 2018,1460
298,2018,Electra Water Lily 1 (16-inch) - Girl's - 2018,1460
292,2018,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1460
286,2018,"""Electra Starship 1 16"""" - 2018""",1460
275,2018,Trek Precaliber 20 Girl's - 2018,1460
264,2018,Strider Sport 16 - 2018,1460
257,2018,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1460
254,2018,Electra Townie Balloon 3i EQ - 2017/2018,1460
249,2018,Electra White Water 3i - 2018,1460
219,2018,Electra Moto 3i - 2018,1460
214,2018,Electra Tiger Shark 3i - 2018,1460
210,2018,Surly Straggler - 2018,1460
209,2018,Trek Crockett 7 Disc - 2018,1460
202,2018,Trek Powerfly 5 Women's - 2018,1460
197,2018,Trek Verve+ Lowstep - 2018,1460
196,2018,Trek Verve+ - 2018,1460
193,2018,Trek Lift+ - 2018,1460
182,2018,Trek Domane SL 5 Disc - 2018,1460
181,2018,Trek Domane SL 5 - 2018,1460
173,2018,Trek Domane ALR Frameset - 2018,1460
166,2018,Trek Domane AL 2 Women's - 2018,1460
160,2018,Trek Emonda SLR 6 - 2018,1460
158,2018,Trek CrossRip 1 - 2018,1460
155,2018,Trek Domane SLR 9 Disc - 2018,1460
139,2018,Trek Remedy 7 27.5 - 2018,1460
137,2018,Heller Shagamaw GX1 - 2018,1460
130,2018,Trek Stache Carbon Frameset - 2018,1460
129,2018,Trek X-Caliber 7 - 2018,1460
127,2018,Surly Pack Rat Frameset - 2018,1460
122,2018,Surly Troll Frameset - 2018,1460
119,2018,Trek Kids' Neko - 2018,1460
115,2018,Trek Fuel EX 8 29 - 2018,1460
313,2018,Electra Townie Original 1 Ladies' - 2018,1168
276,2018,Trek Precaliber 24 (7-Speed) - Boys - 2018,1168
274,2018,Trek Precaliber 20 Boy's - 2018,1168
240,2018,Electra Townie Commute 27D Ladies - 2018,1168
238,2018,Electra Townie Balloon 8D EQ - 2016/2017/2018,1168
231,2018,Electra Cruiser Lux 3i Ladies' - 2018,1168
227,2018,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1168
224,2018,Electra Cruiser Lux 7D - 2018,1168
217,2018,Electra Straight 8 3i - 2018,1168
186,2018,Trek CrossRip+ - 2018,1168
178,2018,Trek Domane AL 2 - 2018,1168
169,2018,Trek Emonda SLR 8 - 2018,1168
168,2018,Surly Straggler - 2018,1168
165,2018,Trek 1120 - 2018,1168
164,2018,Surly Straggler 650b - 2018,1168
162,2018,Trek Emonda SL 6 Disc - 2018,1168
149,2018,Trek Domane SLR 8 Disc - 2018,1168
135,2018,Trek X-Caliber Frameset - 2018,1168
131,2018,Heller Bloodhound Trail - 2018,1168
120,2018,Trek Fuel EX 7 29 - 2018,1168
117,2018,Trek Ticket S Frame - 2018,1168
112,2018,Trek 820 - 2018,1168
311,2018,Electra Townie Commute 8D - 2018,876
307,2018,Electra Townie Balloon 8D EQ - 2016/2017/2018,876
281,2018,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,876
261,2018,Electra Townie Balloon 7i EQ - 2018,876
259,2018,Electra Amsterdam Royal 8i Ladies - 2018,876
255,2018,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,876
246,2018,Electra Townie Original 3i EQ Ladies' - 2018,876
245,2018,Electra Townie Original 3i EQ - 2017/2018,876
244,2018,Electra Townie Original 21D Ladies' - 2018,876
241,2018,Electra Townie Commute 8D - 2018,876
236,2018,Electra Morningstar 3i Ladies' - 2018,876
233,2018,Electra Cruiser Lux Fat Tire 7D - 2018,876
228,2018,Electra Cruiser 7D Tall - 2016/2018,876
208,2018,Trek Crockett 5 Disc - 2018,876
191,2018,Electra Loft Go! 8i - 2018,876
187,2018,Trek Neko+ - 2018,876
179,2018,Trek Domane AL 3 - 2018,876
175,2018,Trek Domane SLR Frameset - 2018,876
161,2018,Surly ECR - 2018,876
156,2018,Trek Domane SL Frameset - 2018,876
152,2018,Trek Domane SL 5 Disc Women's - 2018,876
150,2018,Trek Emonda SL 7 - 2018,876
148,2018,Trek Domane SL 8 Disc - 2018,876
144,2018,Trek Domane ALR 4 Disc - 2018,876
140,2018,Trek Remedy 9.8 27.5 - 2018,876
136,2018,Trek Procaliber 6 - 2018,876
134,2018,Trek Remedy 27.5 C Frameset - 2018,876
133,2018,Trek Procaliber Frameset - 2018,876
132,2018,Trek Procal AL Frameset - 2018,876
118,2018,Trek X-Caliber 8 - 2018,876
116,2018,Trek Marlin 7 - 2017/2018,876
114,2018,Trek Marlin 6 - 2018,876
315,2018,Electra Townie Original 21D Ladies' - 2018,584
314,2018,Electra Townie Original 21D EQ Ladies' - 2018,584
312,2018,Electra Townie Commute 8D Ladies' - 2018,584
303,2018,Electra Townie Go! 8i - 2017/2018,584
289,2018,"""Electra Superbolt 1 20"""" - 2018""",584
278,2018,Trek Precaliber 24 21-speed Girl's - 2018,584
277,2018,Trek Precaliber 24 21-speed Boy's - 2018,584
272,2018,Trek Precaliber 20 6-speed Boy's - 2018,584
247,2018,Electra Townie Original 7D EQ - 2018,584
232,2018,Electra Cruiser Lux 7D Ladies' - 2018,584
221,2018,Electra Cruiser 7D Ladies' - 2016/2018,584
211,2018,Surly Straggler 650b - 2018,584
206,2018,Trek Boone 5 Disc - 2018,584
199,2018,Electra Townie Commute Go! Ladies' - 2018,584
189,2018,Trek Lift+ Lowstep - 2018,584
177,2018,Trek Domane SLR 6 Disc - 2018,584
146,2018,Trek Domane SLR 6 - 2018,584
309,2018,Electra Townie Commute 27D - 2018,292
305,2018,Electra Townie Balloon 3i EQ - 2017/2018,292
299,2018,Electra Townie Original 21D - 2018,292
296,2018,"""Electra Treasure 3i 20"""" - 2018""",292
294,2018,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,292
290,2018,"""Electra Superbolt 3i 20"""" - 2018""",292
288,2018,Electra Straight 8 1 (20-inch) - Boy's - 2018,292
287,2018,Electra Straight 8 1 (16-inch) - Boy's - 2018,292
285,2018,Electra Soft Serve 1 (16-inch) - Girl's - 2018,292
280,2018,Trek Superfly 24 - 2017/2018,292
279,2018,Trek Precaliber 24 7-speed Girl's - 2018,292
273,2018,Trek Precaliber 20 6-speed Girl's - 2018,292
270,2018,Trek Precaliber 16 Boy's - 2018,292
266,2018,Trek Superfly 20 - 2018,292
262,2018,Trek MT 201 - 2018,292
258,2018,Electra Amsterdam Royal 8i - 2017/2018,292
256,2018,Electra Townie Commute 27D - 2018,292
250,2018,Electra Townie Go! 8i - 2017/2018,292
239,2018,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,292
222,2018,Electra Cruiser 1 Tall - 2016/2018,292
218,2018,Electra Cruiser 7D - 2016/2017/2018,292
212,2018,Electra Townie Original 21D - 2018,292
201,2018,Trek Powerfly 5 FS - 2018,292
200,2018,Trek Powerfly 5 - 2018,292
192,2018,Electra Townie Go! 8i - 2017/2018,292
183,2018,Trek Domane SL 5 Women's - 2018,292
176,2018,Trek Madone 9 Frameset - 2018,292
174,2018,Trek Domane SLR Disc Frameset - 2018,292
170,2018,Trek CrossRip 2 - 2018,292
167,2018,Surly ECR Frameset - 2018,292
157,2018,Trek Domane SL Frameset Women's - 2018,292
143,2018,Trek Domane ALR 3 - 2018,292
